"areaCode","km2"
"01003000",11.637092863561
"01053100",1.46518375670409
"01053015",2.77816509419172
"01053046",2.71137304657408
"01053080",5.17037266155416
"01053132",0.158740816662192
"01053022",0.0251906348463297
"01053082",1.08254983047724
"01053004",0.00498774177575111
"01053041",0.222631043424129
"01053043",0.824715699320714
"01053054",0.763853242874324
"01053062",0.530643040804055
"01053066",1.94306053745818
"01053088",0.294305406701147
"01053107",0.317853489977539
"01053117",0.600558734249189
"03354003",0.0622620040901322
"03354008",0.0859134528063908
"03355009",0.019202836463809
"03355049",1.68590879755539
"12065084",6.51280277448666
"12065310",1.56571514430135
"12068353",9.54729383555178
"12068468",14.6625947561467
"12070173",11.2023601798752
"12070244",6.54640664512431
"12070246",0.933856850028448
"12070266",8.62599509421054
"12070280",3.03452538788021
"12070028",6.93690423527265
"12070325",6.24208150094032
"12073069",3.90605846967685
"12073384",4.81785802165425
"12073429",2.75343349002953
"12073579",6.52545830704392
"12073085",1.9659018141477
"12073216",0.635709907869824
"12073520",1.01489754335505
"12073097",0.260775856997408
"12073393",0.429103363720297
"12073565",0.53006279921782
"12073458",0.743599077483714
"13003000",164.955852384931
"13004000",128.747018281569
"13071027",115.866837565243
"13071029",82.2411741095295
"13071033",199.936353720402
"13071107",84.0845845368061
"13071110",140.987834970171
"13071156",160.269605972409
"13071008",30.9958606569722
"13071014",48.7580988276919
"13071064",6.2117784649868
"13071065",27.4264579343786
"13071072",12.1498583789542
"13071076",27.0460345314369
"13071089",12.3678660886116
"13071096",8.59617106174326
"13071112",36.3237281915898
"13071128",32.5770351368265
"13071131",16.4914746484981
"13071136",29.1202985144005
"13071139",8.98190066696191
"13071148",26.2440977746842
"13071150",12.735832964819
"13071157",27.9493483977348
"13071028",40.678867196954
"13071035",140.859304361943
"13071037",94.499477512139
"13071007",35.4085084676802
"13071032",34.6611984641812
"13071039",23.8201936859274
"13071084",58.7100201730003
"13071092",110.003821475143
"13071109",48.5399488010187
"13071001",43.8197083809466
"13071036",52.8838068761272
"13071043",31.1830140505595
"13071093",43.4626687399601
"13071113",43.172229157733
"13071114",9.75611711189783
"13071138",10.5294701856052
"13071155",19.9801642717924
"13071171",15.1330157022321
"13071099",158.900532476255
"13071119",22.8414036447634
"13071159",88.6668351009208
"13071167",42.1630455688681
"13071011",54.2437340193605
"13071012",43.0352873152397
"13071025",63.1684284882934
"13071042",14.3885730695975
"13071058",23.6836466430373
"13071066",20.0273763353653
"13071075",45.0991014140929
"13071080",55.4421842620856
"13071100",37.0120101120787
"13071147",46.2819949612558
"13071162",47.1992020579777
"13071009",10.908096962992
"13071010",17.8234282402167
"13071019",49.0810193883696
"13071104",13.1368737428975
"13071108",22.8855287754691
"13071111",12.7740687749076
"13071140",27.9057876988692
"13071141",14.5055528045826
"13071145",18.4432682818937
"13071161",7.47208327459306
"13071166",22.3457034269741
"13071170",10.1415596902125
"13071005",28.6888159830935
"13071101",50.4929955790732
"13071115",116.182246594239
"13071173",19.6454307217509
"13071003",16.6914260209149
"13071013",27.2146205985587
"13071020",15.6464494912808
"13071023",26.3575908361403
"13071034",34.6110610994279
"13071045",9.83517549602938
"13071053",7.04157030822414
"13071073",15.9338119632996
"13071087",42.2770344336034
"13071088",26.9500894779012
"13071097",18.3819164807007
"13071118",14.495045413733
"13071122",78.096950592052
"13071124",31.5101445846951
"13071133",24.4061698174992
"13071137",17.4172590702929
"13071143",21.2523153634732
"13071175",70.70920770778
"13071176",69.2634751695137
"13071047",43.0075641303642
"13071056",33.8498092087867
"13071063",44.7582954325559
"13071069",80.0315186202803
"13071071",70.6267374593809
"13071077",26.9944951641188
"13071078",24.0543970634234
"13071103",45.9617254405178
"13071144",14.0113843654857
"13071154",31.5216211886742
"13071172",54.8227994791331
"13071174",36.5399728640779
"13071021",78.1858691938173
"13071026",22.467711604684
"13071055",21.8157387860194
"13071067",14.8690012173123
"13071090",56.3140711103516
"13071117",14.0690196742067
"13071015",7.78231166313279
"13071018",14.7425954319505
"13071048",17.3084368176172
"13071060",11.5199610392182
"13071068",40.1593826289268
"13071070",22.7803893100075
"13071074",21.5117960546571
"13071079",28.1683834935226
"13071102",28.782892876028
"13071123",22.9101552729354
"13071127",31.5299777643023
"13071142",40.5028056265056
"13071169",18.7015994654903
"13071002",11.8607817785294
"13071004",53.3269881353891
"13071006",25.1419030658033
"13071016",24.3501622990122
"13071017",9.50380831049824
"13071022",17.8523413973742
"13071041",17.3849563916864
"13071044",25.0036435092013
"13071049",13.7297005798678
"13071050",9.88036454965305
"13071057",21.5153233916612
"13071059",23.5539782120504
"13071081",18.4909718557887
"13071120",10.3619517411609
"13071125",15.0948970587704
"13071135",18.7635638617311
"13071146",20.4347997344055
"13071158",31.0171034846112
"13071160",23.409974138607
"13071163",23.0906272107887
